timestamp,market_id,event_slug,title,volume,price_yes,status,tags
2026-07-27T09:42:02.793232,691547,kraken-ipo-in-2025,"Kraken IPO by December 31, 2026?",549770.7658180019,0.265,active,"crypto, exchange, finance, business, 2025 predictions, featured, ipos, crypto listings"
2026-07-27T09:42:02.793317,540817,what-will-happen-before-gta-vi,New Rihanna Album before GTA VI?,874589.4081190182,0.505,active,"culture, all, politics, gta vi"
2026-07-27T09:42:02.793323,540818,what-will-happen-before-gta-vi,New Playboi Carti Album before GTA VI?,750916.8643369575,0.505,active,"culture, all, politics, gta vi"
2026-07-27T09:42:02.793326,540819,what-will-happen-before-gta-vi,Will Jesus Christ return before GTA VI?,11879968.229212718,0.495,active,"culture, all, politics, gta vi"
2026-07-27T09:42:02.793330,540820,what-will-happen-before-gta-vi,Trump out as President before GTA VI?,705726.2535490086,0.495,active,"culture, all, politics, gta vi"
2026-07-27T09:42:02.793333,540843,what-will-happen-before-gta-vi,Will China invades Taiwan before GTA VI?,1924354.4610570655,0.505,active,"culture, all, politics, gta vi"
2026-07-27T09:42:02.793337,540844,what-will-happen-before-gta-vi,Will bitcoin hit $1m before GTA VI?,4749345.826085737,0.4985,active,"culture, all, politics, gta vi"
2026-07-27T09:42:02.793340,573647,what-will-happen-before-gta-vi,Will GPT-6 be released before GTA VI?,689426.2051310107,0.505,active,"culture, all, politics, gta vi"
2026-07-27T09:42:02.793355,2159718,will-russia-capture-kostyantynivka-by,Will Russia capture Kostyantynivka by September 30?,420555.37880900025,0.755,active,"politics, world, geopolitics, russia capture, ukraine map"
2026-07-27T09:42:02.793365,2608935,will-russia-capture-kostyantynivka-by,Will Russia capture Kostyantynivka by July 31?,266669.71623499977,0.125,active,"politics, world, geopolitics, russia capture, ukraine map"
2026-07-27T09:42:02.793373,677366,will-russia-capture-kostyantynivka-by,"Will Russia capture Kostyantynivka by December 31, 2026?",1445818.2996329968,0.916,active,"politics, world, geopolitics, russia capture, ukraine map"
2026-07-27T09:42:02.793408,677273,israel-and-syria-normalize-relations-in-2025,"Israel and Syria normalize relations by December 31, 2026?",674909.4421679972,0.165,active,"israel, middle east, geopolitics, world, syria, trump x al-sharaa"
2026-07-27T09:42:02.793419,1007579,will-russia-capture-sumy-before-october,"Will Russia capture Sumy by March 31, 2027?",398744.0154520071,0.065,active,"geopolitics, world, putin, russia capture, ukraine map"
2026-07-27T09:42:02.793441,559652,democratic-presidential-nominee-2028,Will Gavin Newsom win the 2028 Democratic presidential nomination?,26574282.46518329,0.1965,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-07-27T09:42:02.793445,559653,democratic-presidential-nominee-2028,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,14037353.588922132,0.1425,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
