timestamp,end_date,market_id,event_slug,title,volume,price_yes,status,tags
2026-08-20T22:00:44.744250+00:00,2028-11-07T00:00:00Z,559652,democratic-presidential-nominee-2028,Will Gavin Newsom win the 2028 Democratic presidential nomination?,26854796.982881,0.1505,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-20T22:00:44.744285+00:00,2028-11-07T00:00:00Z,559653,democratic-presidential-nominee-2028,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,14792322.247849995,0.1815,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-20T22:00:44.744297+00:00,2028-11-07T00:00:00Z,559654,democratic-presidential-nominee-2028,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,11832458.15495402,0.0525,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-20T22:00:44.744308+00:00,2028-11-07T00:00:00Z,559655,democratic-presidential-nominee-2028,Will Josh Shapiro win the 2028 Democratic presidential nomination?,9576687.479349997,0.0505,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-20T22:00:44.744327+00:00,2028-11-07T00:00:00Z,559658,democratic-presidential-nominee-2028,Will Kamala Harris win the 2028 Democratic presidential nomination?,13005140.169610001,0.0745,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-20T22:00:44.744346+00:00,2028-11-07T00:00:00Z,559661,democratic-presidential-nominee-2028,Will Jon Ossoff win the 2028 Democratic presidential nomination?,12723013.600237003,0.137,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-20T22:00:44.744581+00:00,2028-11-07T00:00:00Z,561229,presidential-election-winner-2028,Will JD Vance win the 2028 US Presidential Election?,15597621.832387002,0.2045,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-20T22:00:44.744591+00:00,2028-11-07T00:00:00Z,561230,presidential-election-winner-2028,Will Gavin Newsom win the 2028 US Presidential Election?,17865747.651095003,0.085,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-20T22:00:44.744599+00:00,2028-11-07T00:00:00Z,561231,presidential-election-winner-2028,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,13298576.835638996,0.1265,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-20T22:00:44.744619+00:00,2028-11-07T00:00:00Z,561234,presidential-election-winner-2028,Will Marco Rubio win the 2028 US Presidential Election?,12021409.168900998,0.1115,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
