timestamp,end_date,market_id,event_slug,title,volume,price_yes,status,tags
2026-08-21T22:00:44.647327+00:00,2028-11-07T00:00:00Z,559652,democratic-presidential-nominee-2028,Will Gavin Newsom win the 2028 Democratic presidential nomination?,26864092.980919983,0.1505,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-21T22:00:44.647367+00:00,2028-11-07T00:00:00Z,559653,democratic-presidential-nominee-2028,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,14809531.580242995,0.1815,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-21T22:00:44.647376+00:00,2028-11-07T00:00:00Z,559654,democratic-presidential-nominee-2028,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,11853929.57076301,0.0525,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-21T22:00:44.647387+00:00,2028-11-07T00:00:00Z,559655,democratic-presidential-nominee-2028,Will Josh Shapiro win the 2028 Democratic presidential nomination?,9580812.667390997,0.0505,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-21T22:00:44.647402+00:00,2028-11-07T00:00:00Z,559658,democratic-presidential-nominee-2028,Will Kamala Harris win the 2028 Democratic presidential nomination?,13006768.775065998,0.0745,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-21T22:00:44.647416+00:00,2028-11-07T00:00:00Z,559661,democratic-presidential-nominee-2028,Will Jon Ossoff win the 2028 Democratic presidential nomination?,12727627.669743005,0.1415,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-21T22:00:44.647596+00:00,2028-11-07T00:00:00Z,561229,presidential-election-winner-2028,Will JD Vance win the 2028 US Presidential Election?,15611407.213372001,0.2045,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-21T22:00:44.647603+00:00,2028-11-07T00:00:00Z,561230,presidential-election-winner-2028,Will Gavin Newsom win the 2028 US Presidential Election?,17882181.891757995,0.0835,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-21T22:00:44.647610+00:00,2028-11-07T00:00:00Z,561231,presidential-election-winner-2028,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,13303985.97160499,0.1265,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-21T22:00:44.647624+00:00,2028-11-07T00:00:00Z,561234,presidential-election-winner-2028,Will Marco Rubio win the 2028 US Presidential Election?,12032168.501755001,0.1155,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-21T22:00:44.647728+00:00,2028-11-07T00:00:00Z,561261,presidential-election-winner-2028,Will Jon Ossoff win the 2028 US Presidential Election?,5510852.828554999,0.0975,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-21T22:00:44.647825+00:00,2028-11-07T00:00:00Z,561974,republican-presidential-nominee-2028,Will J.D. Vance win the 2028 Republican presidential nomination?,15301933.910960995,0.473,active,"united states, politics, us election, elections, world elections, global elections, earn 4%, primaries"
2026-08-21T22:00:44.647831+00:00,2028-11-07T00:00:00Z,561975,republican-presidential-nominee-2028,Will Marco Rubio win the 2028 Republican presidential nomination?,10223994.467955003,0.2095,active,"united states, politics, us election, elections, world elections, global elections, earn 4%, primaries"
2026-08-21T22:00:44.648044+00:00,2026-10-04T00:00:00Z,601819,brazil-presidential-election,Will Luiz Inácio Lula da Silva win the 2026 Brazilian presidential election?,8815266.179818997,0.625,active,"politics, macro election 2, main election, brazil, global elections, world elections, world"
2026-08-21T22:00:44.648068+00:00,2026-10-04T00:00:00Z,601825,brazil-presidential-election,Will Renan Santos win the 2026 Brazilian presidential election?,10498651.777085995,0.0445,active,"politics, macro election 2, main election, brazil, global elections, world elections, world"
2026-08-21T22:00:44.648076+00:00,2026-10-04T00:00:00Z,601826,brazil-presidential-election,Will Flávio Bolsonaro win the 2026 Brazilian presidential election?,8740347.302796,0.3315,active,"politics, macro election 2, main election, brazil, global elections, world elections, world"
2026-08-21T22:00:44.648127+00:00,2027-01-01T04:59:00Z,567688,netanyahu-out-before-2027,Netanyahu out by end of 2026?,2204758.39572,0.485,active,"geopolitics, world, middle east, israel, politics, earn 4%, israel election"
2026-08-21T22:00:44.648151+00:00,2027-04-30T00:00:00Z,679018,next-french-presidential-election,Will Marine Le Pen win the 2027 French presidential election?,1887698.9130670007,0.3215,active,"french election, main election, france, world, politics, global elections, elections"
2026-08-21T22:00:44.648164+00:00,2027-04-30T00:00:00Z,679021,next-french-presidential-election,Will Édouard Philippe win the 2027 French presidential election?,1272755.3831179999,0.255,active,"french election, main election, france, world, politics, global elections, elections"
