timestamp,market_id,event_slug,title,volume,price_yes,status,tags
2026-06-19T14:15:15.075393,691547,kraken-ipo-in-2025,"Kraken IPO by December 31, 2026?",540052.5652960018,0.365,active,"exchange, tech, crypto, finance, business, 2025 predictions, featured, ipos, crypto listings"
2026-06-19T14:15:15.075435,597967,starmer-out-in-2025,"Starmer out by June 30, 2026?",6257788.222847047,0.3,active,"starmer, uk, keir, grooming gangs, politics, world"
2026-06-19T14:15:15.075440,666655,starmer-out-in-2025,"Starmer out by December 31, 2026?",3192312.735480986,0.905,active,"starmer, uk, keir, grooming gangs, politics, world"
2026-06-19T14:15:15.075490,540817,what-will-happen-before-gta-vi,New Rihanna Album before GTA VI?,829421.1582090067,0.51,active,"culture, all, politics, gta vi"
2026-06-19T14:15:15.075493,540818,what-will-happen-before-gta-vi,New Playboi Carti Album before GTA VI?,741001.7072869457,0.54,active,"culture, all, politics, gta vi"
2026-06-19T14:15:15.075496,540819,what-will-happen-before-gta-vi,Will Jesus Christ return before GTA VI?,11597775.56421974,0.495,active,"culture, all, politics, gta vi"
2026-06-19T14:15:15.075499,540820,what-will-happen-before-gta-vi,Trump out as President before GTA VI?,670270.9154530072,0.505,active,"culture, all, politics, gta vi"
2026-06-19T14:15:15.075502,540843,what-will-happen-before-gta-vi,Will China invades Taiwan before GTA VI?,1869758.391795066,0.505,active,"culture, all, politics, gta vi"
2026-06-19T14:15:15.075505,540844,what-will-happen-before-gta-vi,Will bitcoin hit $1m before GTA VI?,4503123.278883514,0.495,active,"culture, all, politics, gta vi"
2026-06-19T14:15:15.075508,573647,what-will-happen-before-gta-vi,Will GPT-6 be released before GTA VI?,661207.602493997,0.53,active,"culture, all, politics, gta vi"
2026-06-19T14:15:15.075531,677366,will-russia-capture-kostyantynivka-by,"Will Russia capture Kostyantynivka by December 31, 2026?",593812.165805,0.93,active,"ukraine, politics, world, geopolitics, russia capture, ukraine map"
2026-06-19T14:15:15.075535,1397260,will-russia-capture-kostyantynivka-by,Will Russia capture Kostyantynivka by June 30?,577534.5863179994,0.2895,active,"ukraine, politics, world, geopolitics, russia capture, ukraine map"
2026-06-19T14:15:15.075546,1124834,us-x-russia-military-clash-by,"US x Russia military clash by December 31, 2026?",905182.0053499996,0.0615,active,"trump presidency, trump, geopolitics, world, military actions, us-iran"
2026-06-19T14:15:15.075564,677273,israel-and-syria-normalize-relations-in-2025,"Israel and Syria normalize relations by December 31, 2026?",633642.8403729971,0.115,active,"israel, middle east, geopolitics, world, syria, trump x al-sharaa"
2026-06-19T14:15:15.075587,559651,xi-jinping-out-before-2027,Xi Jinping out before 2027?,10382449.716929885,0.0625,active,"geopolitics, world, world affairs, earn 4%, macro geopolitics, hfc"
2026-06-19T14:15:15.075611,559661,democratic-presidential-nominee-2028,Will Jon Ossoff win the 2028 Democratic presidential nomination?,11773172.603064917,0.0975,active,"world elections, global elections, elections, politics, us election, earn 4%, primaries, united states"
2026-06-19T14:15:15.075652,559653,democratic-presidential-nominee-2028,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,13383401.688433139,0.0905,active,"world elections, global elections, elections, politics, us election, earn 4%, primaries, united states"
2026-06-19T14:15:15.075706,559658,democratic-presidential-nominee-2028,Will Kamala Harris win the 2028 Democratic presidential nomination?,12204738.651230939,0.0715,active,"world elections, global elections, elections, politics, us election, earn 4%, primaries, united states"
2026-06-19T14:15:15.075716,559652,democratic-presidential-nominee-2028,Will Gavin Newsom win the 2028 Democratic presidential nomination?,25991233.23829534,0.2385,active,"world elections, global elections, elections, politics, us election, earn 4%, primaries, united states"
2026-06-19T14:15:15.075725,560317,putin-out-before-2027,"Putin out as President of Russia by December 31, 2026?",7808496.977678999,0.085,active,"putin, geopolitics, ukraine, politics, world, russia, earn 4%"
2026-06-19T14:15:15.075746,561229,presidential-election-winner-2028,Will JD Vance win the 2028 US Presidential Election?,13783257.440120889,0.1825,active,"world elections, global elections, us election, elections, politics, earn 4%, president, united states, main election"
2026-06-19T14:15:15.075755,561230,presidential-election-winner-2028,Will Gavin Newsom win the 2028 US Presidential Election?,17066472.499376126,0.1605,active,"world elections, global elections, us election, elections, politics, earn 4%, president, united states, main election"
2026-06-19T14:15:15.075763,561261,presidential-election-winner-2028,Will Jon Ossoff win the 2028 US Presidential Election?,4711530.663664969,0.0555,active,"world elections, global elections, us election, elections, politics, earn 4%, president, united states, main election"
2026-06-19T14:15:15.075771,561234,presidential-election-winner-2028,Will Marco Rubio win the 2028 US Presidential Election?,10588558.229394985,0.1555,active,"world elections, global elections, us election, elections, politics, earn 4%, president, united states, main election"
2026-06-19T14:15:15.075775,561231,presidential-election-winner-2028,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,12078327.146347862,0.0555,active,"world elections, global elections, us election, elections, politics, earn 4%, president, united states, main election"
2026-06-19T14:15:15.075793,561239,presidential-election-winner-2028,Will Kamala Harris win the 2028 US Presidential Election?,7922659.411907005,0.0505,active,"world elections, global elections, us election, elections, politics, earn 4%, president, united states, main election"
2026-06-19T14:15:15.075846,561974,republican-presidential-nominee-2028,Will J.D. Vance win the 2028 Republican presidential nomination?,13713109.523791993,0.3805,active,"politics, us election, elections, world elections, global elections, earn 4%, primaries, united states"
2026-06-19T14:15:15.075852,561975,republican-presidential-nominee-2028,Will Marco Rubio win the 2028 Republican presidential nomination?,9252438.725573573,0.2385,active,"politics, us election, elections, world elections, global elections, earn 4%, primaries, united states"
2026-06-19T14:15:15.075880,561996,republican-presidential-nominee-2028,Will Tucker Carlson win the 2028 Republican presidential nomination?,11481637.597471973,0.0655,active,"politics, us election, elections, world elections, global elections, earn 4%, primaries, united states"
2026-06-19T14:15:15.075923,562793,which-party-will-win-the-senate-in-2026,Will the Democratic Party control the Senate after the 2026 Midterm elections?,1467513.6321020108,0.435,active,"us election, politics, midterms, world elections, global elections, elections, earn 4%, parent for derivative, senate, united states, congress, main election"
2026-06-19T14:15:15.075926,562794,which-party-will-win-the-senate-in-2026,Will the Republican Party control the Senate after the 2026 Midterm elections?,1295290.5778190112,0.565,active,"us election, politics, midterms, world elections, global elections, elections, earn 4%, parent for derivative, senate, united states, congress, main election"
2026-06-19T14:15:15.075933,562802,which-party-will-win-the-house-in-2026,Will the Democratic Party control the House after the 2026 Midterm elections?,4054869.9138769503,0.805,active,"us election, politics, midterms, world elections, elections, global elections, earn 4%, parent for derivative, united states, main election"
2026-06-19T14:15:15.075937,562803,which-party-will-win-the-house-in-2026,Will the Republican Party control the House after the 2026 Midterm elections?,3424063.913264949,0.195,active,"us election, politics, midterms, world elections, elections, global elections, earn 4%, parent for derivative, united states, main election"
2026-06-19T14:15:15.075944,562828,balance-of-power-2026-midterms,"2026 Balance of Power: D Senate, D House",2023839.0394350062,0.415,active,"politics, us election, elections, global elections, midterms, earn 4%, rewards 20, 4.5, 50, united states, main election"
2026-06-19T14:15:15.075949,562830,balance-of-power-2026-midterms,"2026 Balance of Power: R Senate, D House",1516080.1731569879,0.365,active,"politics, us election, elections, global elections, midterms, earn 4%, rewards 20, 4.5, 50, united states, main election"
