timestamp,market_id,event_slug,title,volume,price_yes,status,tags
2026-07-05T09:21:29.907476,691547,kraken-ipo-in-2025,"Kraken IPO by December 31, 2026?",544442.869389002,0.225,active,"crypto, exchange, finance, business, 2025 predictions, featured, ipos, crypto listings"
2026-07-05T09:21:29.907537,540817,what-will-happen-before-gta-vi,New Rihanna Album before GTA VI?,848169.9878240157,0.515,active,"culture, all, politics, gta vi"
2026-07-05T09:21:29.907542,540818,what-will-happen-before-gta-vi,New Playboi Carti Album before GTA VI?,747561.7718599467,0.515,active,"culture, all, politics, gta vi"
2026-07-05T09:21:29.907545,540819,what-will-happen-before-gta-vi,Will Jesus Christ return before GTA VI?,11758394.749742724,0.495,active,"culture, all, politics, gta vi"
2026-07-05T09:21:29.907548,540820,what-will-happen-before-gta-vi,Trump out as President before GTA VI?,692379.2239890085,0.495,active,"culture, all, politics, gta vi"
2026-07-05T09:21:29.907551,540843,what-will-happen-before-gta-vi,Will China invades Taiwan before GTA VI?,1901276.370569067,0.505,active,"culture, all, politics, gta vi"
2026-07-05T09:21:29.907554,540844,what-will-happen-before-gta-vi,Will bitcoin hit $1m before GTA VI?,4565846.89642352,0.4955,active,"culture, all, politics, gta vi"
2026-07-05T09:21:29.907557,573647,what-will-happen-before-gta-vi,Will GPT-6 be released before GTA VI?,672502.9554629981,0.525,active,"culture, all, politics, gta vi"
2026-07-05T09:21:29.907574,677366,will-russia-capture-kostyantynivka-by,"Will Russia capture Kostyantynivka by December 31, 2026?",785415.8329590008,0.9365,active,"ukraine, politics, world, geopolitics, russia capture, ukraine map"
2026-07-05T09:21:29.907590,1124834,us-x-russia-military-clash-by,"US x Russia military clash by December 31, 2026?",1021414.1337200023,0.056,active,"trump presidency, trump, geopolitics, world, military actions, us-iran"
2026-07-05T09:21:29.907602,677273,israel-and-syria-normalize-relations-in-2025,"Israel and Syria normalize relations by December 31, 2026?",640843.188649997,0.11,active,"israel, middle east, geopolitics, world, syria, trump x al-sharaa"
2026-07-05T09:21:29.907612,1007579,will-russia-capture-sumy-before-october,"Will Russia capture Sumy by March 31, 2027?",333272.6167120073,0.095,active,"geopolitics, ukraine, world, putin, russia capture, ukraine map"
2026-07-05T09:21:29.907623,559651,xi-jinping-out-before-2027,Xi Jinping out before 2027?,10963788.125361912,0.0505,active,"hfc, geopolitics, world, world affairs, earn 4%, macro geopolitics"
2026-07-05T09:21:29.907628,559652,democratic-presidential-nominee-2028,Will Gavin Newsom win the 2028 Democratic presidential nomination?,26324526.042027287,0.206,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-07-05T09:21:29.907630,559653,democratic-presidential-nominee-2028,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,13763802.091143135,0.119,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-07-05T09:21:29.907635,559655,democratic-presidential-nominee-2028,Will Josh Shapiro win the 2028 Democratic presidential nomination?,9058431.591309158,0.0525,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-07-05T09:21:29.907641,559658,democratic-presidential-nominee-2028,Will Kamala Harris win the 2028 Democratic presidential nomination?,12475617.320019929,0.0665,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-07-05T09:21:29.907647,559661,democratic-presidential-nominee-2028,Will Jon Ossoff win the 2028 Democratic presidential nomination?,11988438.992300896,0.1045,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-07-05T09:21:29.907720,560317,putin-out-before-2027,"Putin out as President of Russia by December 31, 2026?",15925315.566411095,0.105,active,"putin, geopolitics, ukraine, politics, world, russia, earn 4%"
2026-07-05T09:21:29.907726,561229,presidential-election-winner-2028,Will JD Vance win the 2028 US Presidential Election?,14522421.395648986,0.2035,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-07-05T09:21:29.907729,561230,presidential-election-winner-2028,Will Gavin Newsom win the 2028 US Presidential Election?,17290898.069271166,0.1225,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-07-05T09:21:29.907732,561231,presidential-election-winner-2028,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,12468632.085754873,0.0705,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-07-05T09:21:29.907738,561234,presidential-election-winner-2028,Will Marco Rubio win the 2028 US Presidential Election?,11068814.182130039,0.157,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-07-05T09:21:29.907779,561261,presidential-election-winner-2028,Will Jon Ossoff win the 2028 US Presidential Election?,5006933.271319977,0.0715,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-07-05T09:21:29.907806,561974,republican-presidential-nominee-2028,Will J.D. Vance win the 2028 Republican presidential nomination?,14278024.171770055,0.4105,active,"united states, politics, us election, elections, world elections, global elections, earn 4%, primaries"
2026-07-05T09:21:29.907809,561975,republican-presidential-nominee-2028,Will Marco Rubio win the 2028 Republican presidential nomination?,9666370.487663593,0.2625,active,"united states, politics, us election, elections, world elections, global elections, earn 4%, primaries"
