timestamp,market_id,event_slug,title,volume,price_yes,status,tags
2026-08-01T09:51:37.924219,691547,kraken-ipo-in-2025,"Kraken IPO by December 31, 2026?",550188.5061779998,0.255,active,"crypto, exchange, finance, business, 2025 predictions, featured, ipos, crypto listings"
2026-08-01T09:51:37.924325,2159718,will-russia-capture-kostyantynivka-by,Will Russia capture Kostyantynivka by September 30?,456931.36220500007,0.85,active,"politics, world, geopolitics, russia capture, ukraine map"
2026-08-01T09:51:37.924348,677366,will-russia-capture-kostyantynivka-by,"Will Russia capture Kostyantynivka by December 31, 2026?",1627701.6503619999,0.914,active,"politics, world, geopolitics, russia capture, ukraine map"
2026-08-01T09:51:37.924394,677273,israel-and-syria-normalize-relations-in-2025,"Israel and Syria normalize relations by December 31, 2026?",678318.2193110001,0.145,active,"israel, middle east, geopolitics, world, syria, trump x al-sharaa"
2026-08-01T09:51:37.924407,1007579,will-russia-capture-sumy-before-october,"Will Russia capture Sumy by March 31, 2027?",400248.640557,0.075,active,"geopolitics, world, putin, russia capture, ukraine map"
2026-08-01T09:51:37.924431,559652,democratic-presidential-nominee-2028,Will Gavin Newsom win the 2028 Democratic presidential nomination?,26609535.010266967,0.1925,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-01T09:51:37.924436,559653,democratic-presidential-nominee-2028,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,14103854.765149994,0.1395,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-01T09:51:37.924441,559654,democratic-presidential-nominee-2028,Will Pete Buttigieg win the 2028 Democratic presidential nomination?,11707747.405695017,0.0515,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-01T09:51:37.924454,559658,democratic-presidential-nominee-2028,Will Kamala Harris win the 2028 Democratic presidential nomination?,12838058.999324003,0.0855,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-01T09:51:37.924464,559661,democratic-presidential-nominee-2028,Will Jon Ossoff win the 2028 Democratic presidential nomination?,12395835.436311001,0.1385,active,"united states, elections, politics, us election, world elections, earn 4%, primaries"
2026-08-01T09:51:37.924620,560317,putin-out-before-2027,"Putin out as President of Russia by December 31, 2026?",18223361.233543005,0.085,active,"putin, geopolitics, ukraine, politics, world, russia, earn 4%"
2026-08-01T09:51:37.924635,561229,presidential-election-winner-2028,Will JD Vance win the 2028 US Presidential Election?,14961895.446198989,0.2005,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-01T09:51:37.924639,561230,presidential-election-winner-2028,Will Gavin Newsom win the 2028 US Presidential Election?,17574079.437124,0.1115,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-01T09:51:37.924644,561231,presidential-election-winner-2028,Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,12658061.386012008,0.0935,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-01T09:51:37.924656,561234,presidential-election-winner-2028,Will Marco Rubio win the 2028 US Presidential Election?,11495421.362176998,0.1305,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-01T09:51:37.924734,561261,presidential-election-winner-2028,Will Jon Ossoff win the 2028 US Presidential Election?,5278622.570994,0.0935,active,"president, united states, us election, elections, politics, world elections, global elections, earn 4%, main election"
2026-08-01T09:51:37.924805,561974,republican-presidential-nominee-2028,Will J.D. Vance win the 2028 Republican presidential nomination?,14736854.813728994,0.4295,active,"united states, politics, us election, elections, world elections, global elections, earn 4%, primaries"
2026-08-01T09:51:37.924810,561975,republican-presidential-nominee-2028,Will Marco Rubio win the 2028 Republican presidential nomination?,10008602.108421,0.2775,active,"united states, politics, us election, elections, world elections, global elections, earn 4%, primaries"
2026-08-01T09:51:37.924949,562793,which-party-will-win-the-senate-in-2026,Will the Democratic Party control the Senate after the 2026 Midterm elections?,2091095.136883,0.435,active,"senate, parent for derivative, united states, us election, politics, midterms, world elections, elections, global elections, earn 4%, congress, main election"
2026-08-01T09:51:37.924954,562794,which-party-will-win-the-senate-in-2026,Will the Republican Party control the Senate after the 2026 Midterm elections?,1494351.2784640002,0.555,active,"senate, parent for derivative, united states, us election, politics, midterms, world elections, elections, global elections, earn 4%, congress, main election"
2026-08-01T09:51:37.924964,562802,which-party-will-win-the-house-in-2026,Will the Democratic Party control the House after the 2026 Midterm elections?,4875919.991130998,0.855,active,"parent for derivative, united states, us election, politics, midterms, world elections, elections, global elections, earn 4%, main election"
2026-08-01T09:51:37.924968,562803,which-party-will-win-the-house-in-2026,Will the Republican Party control the House after the 2026 Midterm elections?,4033463.193742001,0.135,active,"parent for derivative, united states, us election, politics, midterms, world elections, elections, global elections, earn 4%, main election"
2026-08-01T09:51:37.924980,562828,balance-of-power-2026-midterms,"2026 Balance of Power: D Senate, D House",2294229.5289429994,0.445,active,"united states, rewards 20, 4.5, 50, politics, us election, elections, midterms, earn 4%, main election"
2026-08-01T09:51:37.924988,562830,balance-of-power-2026-midterms,"2026 Balance of Power: R Senate, D House",1689965.5714530002,0.425,active,"united states, rewards 20, 4.5, 50, politics, us election, elections, midterms, earn 4%, main election"
2026-08-01T09:51:37.924992,562831,balance-of-power-2026-midterms,"2026 Balance of Power: R Senate, R House",2016601.5576939997,0.135,active,"united states, rewards 20, 4.5, 50, politics, us election, elections, midterms, earn 4%, main election"
2026-08-01T09:51:37.925008,565064,which-party-wins-2028-us-presidential-election,Will the Republicans win the 2028 US Presidential Election?,1070806.54446,0.405,active,"us election, elections, politics, global elections, earn 4%"
2026-08-01T09:51:37.925013,565065,which-party-wins-2028-us-presidential-election,Will the Democrats win the 2028 US Presidential Election?,866122.322413,0.595,active,"us election, elections, politics, global elections, earn 4%"
2026-08-01T09:51:37.925037,1397270,will-russia-capture-lyman-in-2025,"Will Russia capture Lyman by December 31, 2026?",391663.23571900005,0.555,active,"geopolitics, world affairs, politics, world, russia capture, ukraine map"
2026-08-01T09:51:37.925051,566760,will-trump-pardon-ghislaine-maxwell,Will Trump pardon Ghislaine Maxwell by end of 2026?,741914.8959920002,0.085,active,"politics, epstein, trump, maxwell, ghislaine maxwell, earn 4%"
2026-08-01T09:51:37.925070,567688,netanyahu-out-before-2027,Netanyahu out by end of 2026?,2033969.0633270002,0.4,active,"geopolitics, world, middle east, israel, politics, earn 4%, israel election"
2026-08-01T09:51:37.925083,567689,zelenskyy-out-as-ukraine-president-before-2027,Zelenskyy out as Ukraine president by end of 2026?,2823061.323586002,0.085,active,"ukraine, geopolitics, world, politics, earn 4%"
2026-08-01T09:51:37.925090,567690,erdoan-out-before-2027,"Erdoğan out by December 31, 2026?",575446.2037770001,0.055,active,"geopolitics, turkey, politics, world, earn 4%"
2026-08-01T09:51:37.925116,2747434,will-hamaz-disarm-by-december-31,Will Hamas agree to disarm by December 31?,949034.2001140001,0.67,active,"gaza, geopolitics, politics, global, foreign policy, israel"
2026-08-01T09:51:37.925224,601819,brazil-presidential-election,Will Luiz Inácio Lula da Silva win the 2026 Brazilian presidential election?,7781459.961450994,0.645,active,"politics, macro election 2, main election, brazil, global elections, world elections, world"
2026-08-01T09:51:37.925242,601825,brazil-presidential-election,Will Renan Santos win the 2026 Brazilian presidential election?,8662535.039896,0.081,active,"politics, macro election 2, main election, brazil, global elections, world elections, world"
2026-08-01T09:51:37.925247,601826,brazil-presidential-election,Will Flávio Bolsonaro win the 2026 Brazilian presidential election?,7773654.589576997,0.2545,active,"politics, macro election 2, main election, brazil, global elections, world elections, world"
2026-08-01T09:51:37.925304,608368,openai-ipo-closing-market-cap,"Will OpenAI not IPO by December 31, 2026?",422712.3517010002,0.815,active,"ipo, big tech, openai, ipos, openai ipo, rewards 100, 4.5, 100 deprec, finance"
2026-08-01T09:51:37.925313,609655,us-recession-by-end-of-2026,US recession by end of 2026?,1688180.9169110009,0.125,active,"business, economy, economic policy, macro graph"
2026-08-01T09:51:37.925326,1090496,nato-x-russia-military-clash-in-2025,"NATO x Russia military clash by December 31, 2026?",1038041.2016819998,0.275,active,"nato, trump presidency, trump, russia, geopolitics, world, ukraine"
2026-08-01T09:51:37.925336,2374271,will-ukraine-recapture-crimean-territory-by-june-30-2026,"Will Ukraine recapture Crimean territory by December 31, 2026?",2473232.608978,0.085,active,"world, russia, ukraine map, geopolitics, politics"
2026-08-01T09:51:37.925350,616902,how-many-fed-rate-cuts-in-2026,Will no Fed rate cuts happen in 2026?,6724838.482623,0.8835,active,"rewards 200, 4.5, 50 deprec, fed rates, economic policy, fed, business, jerome powell, economy, finance"
2026-08-01T09:51:37.925356,616903,how-many-fed-rate-cuts-in-2026,Will 1 Fed rate cut happen in 2026?,2297236.5002129995,0.065,active,"rewards 200, 4.5, 50 deprec, fed rates, economic policy, fed, business, jerome powell, economy, finance"
2026-08-01T09:51:37.925446,628940,california-governor-election-2026,Will Steve Hilton win the California Governor Election in 2026?,2513961.08057,0.061,active,"california midterm, governor midterms, california governor, elections, politics, us election"
2026-08-01T09:51:37.925451,628941,california-governor-election-2026,Will Xavier Becerra win the California Governor Election in 2026?,1722298.6507789996,0.934,active,"california midterm, governor midterms, california governor, elections, politics, us election"
2026-08-01T09:51:37.925505,629030,los-angeles-mayoral-election-117,Will Karen Bass win the 2026 Los Angeles mayoral election?,709040.2017589997,0.625,active,"la, los angeles mayoral election, la mayor, mayor, politics, us election, elections, los angeles, mayoral elections"
2026-08-01T09:51:37.925520,629040,los-angeles-mayoral-election-117,Will Nithya Raman win the 2026 Los Angeles mayoral election?,1215929.6043320002,0.3865,active,"la, los angeles mayoral election, la mayor, mayor, politics, us election, elections, los angeles, mayoral elections"
2026-08-01T09:51:38.938737,630772,maine-senate-election-winner,Will the Democrats win the Maine Senate race in 2026?,683997.3415249999,0.675,active,"maine midterm, senate midterms, midterms, us election, politics, elections, graham platner"
2026-08-01T09:51:38.938775,630773,maine-senate-election-winner,Will the Republicans win the Maine Senate race in 2026?,388390.2505459999,0.335,active,"maine midterm, senate midterms, midterms, us election, politics, elections, graham platner"
