timestamp,market_id,event_slug,title,volume,price_yes,status,tags
2026-06-25T08:16:52.887127,691547,kraken-ipo-in-2025,"Kraken IPO by December 31, 2026?",541261.7208360021,0.29,active,"exchange, tech, crypto, finance, business, 2025 predictions, featured, ipos, crypto listings"
2026-06-25T08:16:52.887211,540817,what-will-happen-before-gta-vi,New Rihanna Album before GTA VI?,835772.3272450077,0.515,active,"culture, all, politics, gta vi"
2026-06-25T08:16:52.887217,540818,what-will-happen-before-gta-vi,New Playboi Carti Album before GTA VI?,744249.1427019461,0.52,active,"culture, all, politics, gta vi"
2026-06-25T08:16:52.887221,540819,what-will-happen-before-gta-vi,Will Jesus Christ return before GTA VI?,11662856.425316691,0.495,active,"culture, all, politics, gta vi"
2026-06-25T08:16:52.887225,540820,what-will-happen-before-gta-vi,Trump out as President before GTA VI?,689737.8874010072,0.495,active,"culture, all, politics, gta vi"
2026-06-25T08:16:52.887228,540843,what-will-happen-before-gta-vi,Will China invades Taiwan before GTA VI?,1879029.7478720641,0.505,active,"culture, all, politics, gta vi"
2026-06-25T08:16:52.887231,540844,what-will-happen-before-gta-vi,Will bitcoin hit $1m before GTA VI?,4537029.635416518,0.4955,active,"culture, all, politics, gta vi"
2026-06-25T08:16:52.887235,573647,what-will-happen-before-gta-vi,Will GPT-6 be released before GTA VI?,663207.8420309966,0.525,active,"culture, all, politics, gta vi"
2026-06-25T08:16:52.887260,677366,will-russia-capture-kostyantynivka-by,"Will Russia capture Kostyantynivka by December 31, 2026?",608168.4706700004,0.915,active,"ukraine, politics, world, geopolitics, russia capture, ukraine map"
2026-06-25T08:16:52.887266,1397260,will-russia-capture-kostyantynivka-by,Will Russia capture Kostyantynivka by June 30?,615390.3353719962,0.2065,active,"ukraine, politics, world, geopolitics, russia capture, ukraine map"
2026-06-25T08:16:52.887284,1124834,us-x-russia-military-clash-by,"US x Russia military clash by December 31, 2026?",934078.2643910014,0.0645,active,"trump presidency, trump, geopolitics, world, military actions, us-iran"
2026-06-25T08:16:52.887302,677273,israel-and-syria-normalize-relations-in-2025,"Israel and Syria normalize relations by December 31, 2026?",637906.2791309969,0.09,active,"israel, middle east, geopolitics, world, syria, trump x al-sharaa"
2026-06-25T08:16:52.887310,1007579,will-russia-capture-sumy-before-october,"Will Russia capture Sumy by March 31, 2027?",296384.0153780074,0.125,active,"geopolitics, ukraine, world, putin, russia capture, ukraine map"
2026-06-25T08:16:52.887329,559651,xi-jinping-out-before-2027,Xi Jinping out before 2027?,10516371.3030329,0.0685,active,"geopolitics, world, world affairs, earn 4%, macro geopolitics, hfc"
2026-06-25T08:16:52.887355,559661,democratic-presidential-nominee-2028,Will Jon Ossoff win the 2028 Democratic presidential nomination?,11879143.24948291,0.0915,active,"world elections, elections, politics, us election, earn 4%, primaries, united states"
2026-06-25T08:16:52.887397,559653,democratic-presidential-nominee-2028,Will Alexandria Ocasio-Cortez win the 2028 Democratic presidential nomination?,13457414.362176117,0.0955,active,"world elections, elections, politics, us election, earn 4%, primaries, united states"
2026-06-25T08:16:52.887447,559655,democratic-presidential-nominee-2028,Will Josh Shapiro win the 2028 Democratic presidential nomination?,8986412.109746153,0.0515,active,"world elections, elections, politics, us election, earn 4%, primaries, united states"
2026-06-25T08:16:52.887460,559658,democratic-presidential-nominee-2028,Will Kamala Harris win the 2028 Democratic presidential nomination?,12350991.286839914,0.0675,active,"world elections, elections, politics, us election, earn 4%, primaries, united states"
2026-06-25T08:16:52.887472,559652,democratic-presidential-nominee-2028,Will Gavin Newsom win the 2028 Democratic presidential nomination?,26175795.761260364,0.207,active,"world elections, elections, politics, us election, earn 4%, primaries, united states"
2026-06-25T08:16:52.887485,560317,putin-out-before-2027,"Putin out as President of Russia by December 31, 2026?",8075115.146348016,0.085,active,"putin, geopolitics, ukraine, politics, world, russia, earn 4%"
2026-06-25T08:16:52.887511,561229,presidential-election-winner-2028,Will JD Vance win the 2028 US Presidential Election?,14326648.840402914,0.198,active,"world elections, global elections, us election, elections, politics, earn 4%, president, united states, main election"
2026-06-25T08:16:52.887523,561230,presidential-election-winner-2028,Will Gavin Newsom win the 2028 US Presidential Election?,17157251.952835154,0.1505,active,"world elections, global elections, us election, elections, politics, earn 4%, president, united states, main election"
2026-06-25T08:16:52.887535,561261,presidential-election-winner-2028,Will Jon Ossoff win the 2028 US Presidential Election?,4785753.906064976,0.0605,active,"world elections, global elections, us election, elections, politics, earn 4%, president, united states, main election"
